date,price,stocks,price_change,stock_diff,stock_5y_avg,stock_deviation,event_covid,event_ukraine,event_mideast
2015-04-28,57.060001373291016,1149129.0,0.0012282802730758,0.0,1050825.5515151515,98303.44848484849,0,0,0
2015-04-29,58.58000183105469,1149129.0,0.0266386333890829,0.0,1051122.5407854985,98006.45921450155,0,0,0
2015-04-30,59.630001068115234,1149129.0,0.0179241926295727,0.0,1051417.7409638555,97711.25903614447,0,0,0
2015-05-01,59.150001525878906,1145027.0,-0.0080496316223108,-4102.0,1051698.84984985,93328.15015015006,0,0,0
2015-05-04,58.93000030517578,1145027.0,-0.0037193781069789,0.0,1051978.2754491018,93048.72455089819,0,0,0
2015-05-05,60.400001525878906,1145027.0,0.0249448704071024,0.0,1052256.032835821,92770.96716417908,0,0,0
2015-05-06,60.93000030517578,1145027.0,0.0087748140050922,0.0,1052532.136904762,92494.8630952381,0,0,0
2015-05-07,58.939998626708984,1145027.0,-0.032660457385518,0.0,1052806.6023738873,92220.39762611268,0,0,0
2015-05-08,59.38999938964844,1142835.0,0.0076348960540275,-2192.0,1053072.9585798816,89762.04142011842,0,0,0
2015-05-11,59.25,1142835.0,-0.0023572889558378,0.0,1053337.7433628319,89497.25663716812,0,0,0
2015-05-12,60.75,1142835.0,0.0253164556962024,0.0,1053600.9705882352,89234.02941176482,0,0,0
2015-05-13,60.5,1142835.0,-0.0041152263374485,0.0,1053862.6539589444,88972.34604105563,0,0,0
2015-05-14,59.880001068115234,1142835.0,-0.0102479162295002,0.0,1054122.8070175438,88712.19298245618,0,0,0
